shot_id,unit_order,sequence_id,feature_unit_id,primary_scene_id,feature_unit_title,shot_role,location,time_period,frame_brief,character_or_action_focus,camera_and_lens,lighting_and_palette,sound_or_transition,practical_vfx_note,evidence_ids,adaptation_decision_ids,visual_classification,asset_status
SB-058-1,58,SEQ-08,FU-048,SC-145,The King Who Wants to Disappear,ENTRY,Manipallavam shoreline or departure camp,Act III branch crisis,Establish Manipallavam shoreline or departure camp as lived space before foregrounding “The King Who Wants to Disappear.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Savaka and memory: fertile green against bone, sand and administrative cloth",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0300;EV-0305;EV-0306,AD-0155;AD-0158;AD-0160,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-058-2,58,SEQ-08,FU-048,SC-145,The King Who Wants to Disappear,DECISION,Manipallavam shoreline or departure camp,Act III branch crisis,Stage the unit's decisive movement: Let Punniyarajan consider whether remembered holiness releases him from present kingship and make Manimekalai or the remembered ministerial warning return duty to the frame,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Savaka and memory: fertile green against bone, sand and administrative cloth",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0300;EV-0305;EV-0306,AD-0155;AD-0158;AD-0160,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-058-3,58,SEQ-08,FU-048,SC-145,The King Who Wants to Disappear,CONSEQUENCE,Manipallavam shoreline or departure camp,Act III branch crisis,Hold the changed condition after “The King Who Wants to Disappear” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Savaka and memory: fertile green against bone, sand and administrative cloth",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0300;EV-0305;EV-0306,AD-0155;AD-0158;AD-0160,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-059-1,59,SEQ-08,FU-049,SC-146,Return Is Also a Vow,ENTRY,Sea journey and home harbour,Act III branch resolution,Establish Sea journey and home harbour as lived space before foregrounding “Return Is Also a Vow.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Savaka and memory: fertile green against bone, sand and administrative cloth",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0301;EV-0305;EV-0306;EV-0299;EV-0300,AD-0158;AD-0161;AD-0153;AD-0155;AD-0156;AD-0162,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-059-2,59,SEQ-08,FU-049,SC-146,Return Is Also a Vow,DECISION,Sea journey and home harbour,Act III branch resolution,Stage the unit's decisive movement: Turn return into an active spiritual decision rather than defeat by reconnecting the king with delegated government and waiting subjects,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Savaka and memory: fertile green against bone, sand and administrative cloth",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0301;EV-0305;EV-0306;EV-0299;EV-0300,AD-0158;AD-0161;AD-0153;AD-0155;AD-0156;AD-0162,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-059-3,59,SEQ-08,FU-049,SC-146,Return Is Also a Vow,CONSEQUENCE,Sea journey and home harbour,Act III branch resolution,Hold the changed condition after “Return Is Also a Vow” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Savaka and memory: fertile green against bone, sand and administrative cloth",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0301;EV-0305;EV-0306;EV-0299;EV-0300,AD-0158;AD-0161;AD-0153;AD-0155;AD-0156;AD-0162,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-060-1,60,SEQ-09,FU-050,SC-031,The Road Away From Salt,ENTRY,Eastern coastal plain to Kaveri interior,Act III travel,Establish Eastern coastal plain to Kaveri interior as lived space before foregrounding “The Road Away From Salt.”,"Environment, labour and access relationships",28mm human-scale establishing frame; restrained lateral movement,"Inquiry: neutral daylight, distinct school textures, no winner's halo",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0080;EV-0085;EV-0219;EV-0222;EV-0075,AD-0035;AD-0036;AD-0108;AD-0110,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-060-2,60,SEQ-09,FU-050,SC-031,The Road Away From Salt,DECISION,Eastern coastal plain to Kaveri interior,Act III travel,Stage the unit's decisive movement: Move Manimekalai from maritime Puhar toward the Chera world through changing ecology labour and overland dependency,"The person making, resisting or receiving the consequential action",50mm observed action; camera remains at participant height,"Inquiry: neutral daylight, distinct school textures, no winner's halo",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0080;EV-0085;EV-0219;EV-0222;EV-0075,AD-0035;AD-0036;AD-0108;AD-0110,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-060-3,60,SEQ-09,FU-050,SC-031,The Road Away From Salt,CONSEQUENCE,Eastern coastal plain to Kaveri interior,Act III travel,Hold the changed condition after “The Road Away From Salt” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",75mm consequence detail or environmental handoff,"Inquiry: neutral daylight, distinct school textures, no winner's halo",Use the registered spatial_or_montage transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0080;EV-0085;EV-0219;EV-0222;EV-0075,AD-0035;AD-0036;AD-0108;AD-0110,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-061-1,61,SEQ-09,FU-051,SC-032,The Inland City of Arguments,ENTRY,Vanji Karur Amaravati production zone,Act III,Establish Vanji Karur Amaravati production zone as lived space before foregrounding “The Inland City of Arguments.”,"Environment, labour and access relationships",40mm relational master preserving distance and power,"Inquiry: neutral daylight, distinct school textures, no winner's halo",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0036;EV-0037;EV-0078;EV-0079;EV-0087,AD-0015;AD-0019;AD-0035;AD-0039,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-061-2,61,SEQ-09,FU-051,SC-032,The Inland City of Arguments,DECISION,Vanji Karur Amaravati production zone,Act III,Stage the unit's decisive movement: Establish Vanji as an inland Chera exchange and intellectual centre without declaring Karur the only possible literary identification,"The person making, resisting or receiving the consequential action",65mm listening single; reaction before assertion,"Inquiry: neutral daylight, distinct school textures, no winner's halo",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0036;EV-0037;EV-0078;EV-0079;EV-0087,AD-0015;AD-0019;AD-0035;AD-0039,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-061-3,61,SEQ-09,FU-051,SC-032,The Inland City of Arguments,CONSEQUENCE,Vanji Karur Amaravati production zone,Act III,Hold the changed condition after “The Inland City of Arguments” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",50mm two-plane reversal or exit,"Inquiry: neutral daylight, distinct school textures, no winner's halo",Use the registered spatial_or_montage transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0036;EV-0037;EV-0078;EV-0079;EV-0087,AD-0015;AD-0019;AD-0035;AD-0039,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-062-1,62,SEQ-09,FU-052,SC-071,Questions in Another Voice,ENTRY,Vanji teaching quarters,Act III,Establish Vanji teaching quarters as lived space before foregrounding “Questions in Another Voice.”,"Environment, labour and access relationships",40mm relational master preserving distance and power,"Inquiry: neutral daylight, distinct school textures, no winner's halo",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0154;EV-0157;EV-0160;EV-0036;EV-0137;EV-0144,AD-0019;AD-0068;AD-0074;AD-0077;AD-0069,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-062-2,62,SEQ-09,FU-052,SC-071,Questions in Another Voice,DECISION,Vanji teaching quarters,Act III,Stage the unit's decisive movement: Use the sage form to expose gendered intellectual access while making Manimekalai test claims rather than repeat revelation,"The person making, resisting or receiving the consequential action",65mm listening single; reaction before assertion,"Inquiry: neutral daylight, distinct school textures, no winner's halo",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0154;EV-0157;EV-0160;EV-0036;EV-0137;EV-0144,AD-0019;AD-0068;AD-0074;AD-0077;AD-0069,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-062-3,62,SEQ-09,FU-052,SC-071,Questions in Another Voice,CONSEQUENCE,Vanji teaching quarters,Act III,Hold the changed condition after “Questions in Another Voice” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",50mm two-plane reversal or exit,"Inquiry: neutral daylight, distinct school textures, no winner's halo",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0154;EV-0157;EV-0160;EV-0036;EV-0137;EV-0144,AD-0019;AD-0068;AD-0074;AD-0077;AD-0069,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-063-1,63,SEQ-09,FU-053,SC-010,The Unknown Sage Listens,ENTRY,Vanji teaching quarters,Act III,Establish Vanji teaching quarters as lived space before foregrounding “The Unknown Sage Listens.”,"Environment, labour and access relationships",40mm relational master preserving distance and power,"Inquiry: neutral daylight, distinct school textures, no winner's halo",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0036;EV-0037;EV-0046,AD-0015;AD-0019;AD-0020,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-063-2,63,SEQ-09,FU-053,SC-010,The Unknown Sage Listens,DECISION,Vanji teaching quarters,Act III,Stage the unit's decisive movement: Give Manimekalai access to rival schools while revealing that authority is socially read through body and performance,"The person making, resisting or receiving the consequential action",65mm listening single; reaction before assertion,"Inquiry: neutral daylight, distinct school textures, no winner's halo",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0036;EV-0037;EV-0046,AD-0015;AD-0019;AD-0020,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-063-3,63,SEQ-09,FU-053,SC-010,The Unknown Sage Listens,CONSEQUENCE,Vanji teaching quarters,Act III,Hold the changed condition after “The Unknown Sage Listens” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",50mm two-plane reversal or exit,"Inquiry: neutral daylight, distinct school textures, no winner's halo",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0036;EV-0037;EV-0046,AD-0015;AD-0019;AD-0020,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-064-1,64,SEQ-09,FU-054,SC-011,When the Drum Falls Silent,ENTRY,Vanji materialist circle,Act III,Establish Vanji materialist circle as lived space before foregrounding “When the Drum Falls Silent.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Inquiry: neutral daylight, distinct school textures, no winner's halo",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0038;EV-0044;EV-0047,AD-0015;AD-0017;AD-0020,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-064-2,64,SEQ-09,FU-054,SC-011,When the Drum Falls Silent,DECISION,Vanji materialist circle,Act III,Stage the unit's decisive movement: Stage the strongest challenge to rebirth and force Manimekalai to distinguish memory from proof,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Inquiry: neutral daylight, distinct school textures, no winner's halo",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0038;EV-0044;EV-0047,AD-0015;AD-0017;AD-0020,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-064-3,64,SEQ-09,FU-054,SC-011,When the Drum Falls Silent,CONSEQUENCE,Vanji materialist circle,Act III,Hold the changed condition after “When the Drum Falls Silent” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Inquiry: neutral daylight, distinct school textures, no winner's halo",Use the registered causal_escalation transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0038;EV-0044;EV-0047,AD-0015;AD-0017;AD-0020,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-065-1,65,SEQ-09,FU-055,SC-104,Perception Inference and the Student's Error,ENTRY,Kanchi teaching space connected to famine relief,Act III,Establish Kanchi teaching space connected to famine relief as lived space before foregrounding “Perception Inference and the Student's Error.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Inquiry: neutral daylight, distinct school textures, no winner's halo",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0220;EV-0225;EV-0157;EV-0039;EV-0046,AD-0074;AD-0115;AD-0116;AD-0117;AD-0016;AD-0017,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-065-2,65,SEQ-09,FU-055,SC-104,Perception Inference and the Student's Error,DECISION,Kanchi teaching space connected to famine relief,Act III,Stage the unit's decisive movement: Let Manimekalai offer an incomplete inference and work with Aravana through observable evidence correction and application to suffering,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Inquiry: neutral daylight, distinct school textures, no winner's halo",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0220;EV-0225;EV-0157;EV-0039;EV-0046,AD-0074;AD-0115;AD-0116;AD-0117;AD-0016;AD-0017,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-065-3,65,SEQ-09,FU-055,SC-104,Perception Inference and the Student's Error,CONSEQUENCE,Kanchi teaching space connected to famine relief,Act III,Hold the changed condition after “Perception Inference and the Student's Error” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Inquiry: neutral daylight, distinct school textures, no winner's halo",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0220;EV-0225;EV-0157;EV-0039;EV-0046,AD-0074;AD-0115;AD-0116;AD-0117;AD-0016;AD-0017,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-066-1,66,SEQ-10,FU-056,SC-013,The Chain of Hunger,ENTRY,Kanchi streets and feeding centre,Act III,Establish Kanchi streets and feeding centre as lived space before foregrounding “The Chain of Hunger.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Kanchi: dust and depleted colour recovering through water, labour and shared food",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0040;EV-0041;EV-0046;EV-0048;EV-0049;EV-0058;EV-0059;EV-0060;EV-0061;EV-0062;EV-0065;EV-0067,AD-0016;AD-0017;AD-0021;AD-0023;AD-0024;AD-0027;AD-0029;AD-0030,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-066-2,66,SEQ-10,FU-056,SC-013,The Chain of Hunger,DECISION,Kanchi streets and feeding centre,Act III,"Stage the unit's decisive movement: Connect dependent causation to crop failure, water, price, storage, illness, grief, access and ethical intervention","The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Kanchi: dust and depleted colour recovering through water, labour and shared food",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0040;EV-0041;EV-0046;EV-0048;EV-0049;EV-0058;EV-0059;EV-0060;EV-0061;EV-0062;EV-0065;EV-0067,AD-0016;AD-0017;AD-0021;AD-0023;AD-0024;AD-0027;AD-0029;AD-0030,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-066-3,66,SEQ-10,FU-056,SC-013,The Chain of Hunger,CONSEQUENCE,Kanchi streets and feeding centre,Act III,Hold the changed condition after “The Chain of Hunger” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Kanchi: dust and depleted colour recovering through water, labour and shared food",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0040;EV-0041;EV-0046;EV-0048;EV-0049;EV-0058;EV-0059;EV-0060;EV-0061;EV-0062;EV-0065;EV-0067,AD-0016;AD-0017;AD-0021;AD-0023;AD-0024;AD-0027;AD-0029;AD-0030,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-067-1,67,SEQ-10,FU-057,SC-033,Famine Reaches the Road First,ENTRY,Vanji to Kanchi approach corridor,Act III,Establish Vanji to Kanchi approach corridor as lived space before foregrounding “Famine Reaches the Road First.”,"Environment, labour and access relationships",28mm human-scale establishing frame; restrained lateral movement,"Kanchi: dust and depleted colour recovering through water, labour and shared food",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0059;EV-0065;EV-0080;EV-0085;EV-0096;EV-0098;EV-0100;EV-0101,AD-0021;AD-0027;AD-0036;AD-0037;AD-0042;AD-0046,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-067-2,67,SEQ-10,FU-057,SC-033,Famine Reaches the Road First,DECISION,Vanji to Kanchi approach corridor,Act III,Stage the unit's decisive movement: Reveal Kanchi's crisis through disrupted traffic migration weakened animals and news before the city appears,"The person making, resisting or receiving the consequential action",50mm observed action; camera remains at participant height,"Kanchi: dust and depleted colour recovering through water, labour and shared food",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0059;EV-0065;EV-0080;EV-0085;EV-0096;EV-0098;EV-0100;EV-0101,AD-0021;AD-0027;AD-0036;AD-0037;AD-0042;AD-0046,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-067-3,67,SEQ-10,FU-057,SC-033,Famine Reaches the Road First,CONSEQUENCE,Vanji to Kanchi approach corridor,Act III,Hold the changed condition after “Famine Reaches the Road First” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",75mm consequence detail or environmental handoff,"Kanchi: dust and depleted colour recovering through water, labour and shared food",Use the registered spatial_or_montage transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0059;EV-0065;EV-0080;EV-0085;EV-0096;EV-0098;EV-0100;EV-0101,AD-0021;AD-0027;AD-0036;AD-0037;AD-0042;AD-0046,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-068-1,68,SEQ-10,FU-058,SC-046,The Workshop That Stops,ENTRY,Kanchi craft household,Act III,Establish Kanchi craft household as lived space before foregrounding “The Workshop That Stops.”,"Environment, labour and access relationships",28mm human-scale establishing frame; restrained lateral movement,"Kanchi: dust and depleted colour recovering through water, labour and shared food",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0108;EV-0121;EV-0028;EV-0029;EV-0031;EV-0032;EV-0033;EV-0051;EV-0059;EV-0065,AD-0055;AD-0009;AD-0012;AD-0013;AD-0021;AD-0027;AD-0028;AD-0030,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-068-2,68,SEQ-10,FU-058,SC-046,The Workshop That Stops,DECISION,Kanchi craft household,Act III,Stage the unit's decisive movement: Connect famine to lost fuel sold tools weakened labour and collapse of demand before the family seeks relief,"The person making, resisting or receiving the consequential action",50mm observed action; camera remains at participant height,"Kanchi: dust and depleted colour recovering through water, labour and shared food",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0108;EV-0121;EV-0028;EV-0029;EV-0031;EV-0032;EV-0033;EV-0051;EV-0059;EV-0065,AD-0055;AD-0009;AD-0012;AD-0013;AD-0021;AD-0027;AD-0028;AD-0030,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-068-3,68,SEQ-10,FU-058,SC-046,The Workshop That Stops,CONSEQUENCE,Kanchi craft household,Act III,Hold the changed condition after “The Workshop That Stops” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",75mm consequence detail or environmental handoff,"Kanchi: dust and depleted colour recovering through water, labour and shared food",Use the registered spatial_or_montage transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0108;EV-0121;EV-0028;EV-0029;EV-0031;EV-0032;EV-0033;EV-0051;EV-0059;EV-0065,AD-0055;AD-0009;AD-0012;AD-0013;AD-0021;AD-0027;AD-0028;AD-0030,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-069-1,69,SEQ-10,FU-059,SC-047,The Market Contains Food,ENTRY,Kanchi grain street and relief route,Act III,Establish Kanchi grain street and relief route as lived space before foregrounding “The Market Contains Food.”,"Environment, labour and access relationships",28mm human-scale establishing frame; restrained lateral movement,"Kanchi: dust and depleted colour recovering through water, labour and shared food",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0103;EV-0107;EV-0118;EV-0121;EV-0059;EV-0061;EV-0062;EV-0065,AD-0051;AD-0055;AD-0021;AD-0027;AD-0030,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-069-2,69,SEQ-10,FU-059,SC-047,The Market Contains Food,DECISION,Kanchi grain street and relief route,Act III,Stage the unit's decisive movement: Show goods present but inaccessible to households without work purchasing power or social support,"The person making, resisting or receiving the consequential action",50mm observed action; camera remains at participant height,"Kanchi: dust and depleted colour recovering through water, labour and shared food",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0103;EV-0107;EV-0118;EV-0121;EV-0059;EV-0061;EV-0062;EV-0065,AD-0051;AD-0055;AD-0021;AD-0027;AD-0030,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-069-3,69,SEQ-10,FU-059,SC-047,The Market Contains Food,CONSEQUENCE,Kanchi grain street and relief route,Act III,Hold the changed condition after “The Market Contains Food” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",75mm consequence detail or environmental handoff,"Kanchi: dust and depleted colour recovering through water, labour and shared food",Use the registered spatial_or_montage transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0103;EV-0107;EV-0118;EV-0121;EV-0059;EV-0061;EV-0062;EV-0065,AD-0051;AD-0055;AD-0021;AD-0027;AD-0030,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-070-1,70,SEQ-10,FU-060,SC-023,The King Asks Why,ENTRY,Kanchi palace and affected districts,Act III,Establish Kanchi palace and affected districts as lived space before foregrounding “The King Asks Why.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Kanchi: dust and depleted colour recovering through water, labour and shared food",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0058;EV-0059;EV-0065,AD-0017;AD-0021;AD-0027;AD-0028,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-070-2,70,SEQ-10,FU-060,SC-023,The King Asks Why,DECISION,Kanchi palace and affected districts,Act III,"Stage the unit's decisive movement: Force royal accountability after insufficient relief, water and distribution measures fail","The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Kanchi: dust and depleted colour recovering through water, labour and shared food",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0058;EV-0059;EV-0065,AD-0017;AD-0021;AD-0027;AD-0028,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-070-3,70,SEQ-10,FU-060,SC-023,The King Asks Why,CONSEQUENCE,Kanchi palace and affected districts,Act III,Hold the changed condition after “The King Asks Why” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Kanchi: dust and depleted colour recovering through water, labour and shared food",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0058;EV-0059;EV-0065,AD-0017;AD-0021;AD-0027;AD-0028,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-071-1,71,SEQ-10,FU-061,SC-024,Eighteen Languages,ENTRY,Kanchi relief centre,Act III,Establish Kanchi relief centre as lived space before foregrounding “Eighteen Languages.”,"Environment, labour and access relationships",28mm human-scale establishing frame; restrained lateral movement,"Kanchi: dust and depleted colour recovering through water, labour and shared food",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0049;EV-0060;EV-0067,AD-0023;AD-0024;AD-0029,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-071-2,71,SEQ-10,FU-061,SC-024,Eighteen Languages,DECISION,Kanchi relief centre,Act III,"Stage the unit's decisive movement: Make universal access visible through multilingual, disability-aware and human-nonhuman feeding that the city learns to sustain","The person making, resisting or receiving the consequential action",50mm observed action; camera remains at participant height,"Kanchi: dust and depleted colour recovering through water, labour and shared food",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0049;EV-0060;EV-0067,AD-0023;AD-0024;AD-0029,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-071-3,71,SEQ-10,FU-061,SC-024,Eighteen Languages,CONSEQUENCE,Kanchi relief centre,Act III,Hold the changed condition after “Eighteen Languages” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",75mm consequence detail or environmental handoff,"Kanchi: dust and depleted colour recovering through water, labour and shared food",Use the registered spatial_or_montage transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0049;EV-0060;EV-0067,AD-0023;AD-0024;AD-0029,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
